Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788591668,40,,Aggregated,39.000000,0.000000,14,19,24,29,42,57,79,91,110,110,110,1228,0,13,20.941016041529156,3.745389999494364,755.0855509998655,50.03338762214984
1788591669,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591669,40,GET,/proxy/ok,9.500000,0.000000,26,35,43,50,61,86,100,110,110,110,110,305,0,22,38.48392291803647,7.713381999565172,755.0855509998655,62.721311475409834
1788591669,40,GET,/whoami,29.800000,0.000000,12,15,18,20,30,39,56,74,81,81,81,923,0,9,14.30945565546747,3.745389999494364,151.0262440006045,37.891657638136515
1788591669,40,,Aggregated,39.300000,0.000000,14,19,24,28,41,56,79,91,110,110,110,1268,0,13,20.735648580441126,3.745389999494364,755.0855509998655,49.82649842271293
1788591670,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591670,40,GET,/proxy/ok,9.600000,0.000000,26,34,42,48,61,86,100,110,110,110,110,317,0,22,37.58685464353643,7.713381999565172,755.0855509998655,62.72555205047318
1788591670,40,GET,/whoami,29.500000,0.000000,12,15,18,20,29,39,56,74,81,81,81,948,0,9,14.17215424894129,3.745389999494364,151.0262440006045,37.891350210970465
1788591670,40,,Aggregated,39.100000,0.000000,14,19,23,27,41,56,79,91,110,110,110,1305,0,13,20.458094628351827,3.745389999494364,755.0855509998655,49.717241379310344
1788591671,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591671,40,GET,/proxy/ok,9.700000,0.000000,26,35,43,48,61,86,100,110,110,110,110,324,0,22,37.27310527469461,7.713381999565172,755.0855509998655,62.72839506172839
1788591671,40,GET,/whoami,29.200000,0.000000,11,14,17,19,27,36,50,56,81,81,81,988,0,9,13.989244327931669,3.745389999494364,151.0262440006045,37.89372469635627
